Customer_ID,Customer_Name,Region,Segment,City,State,Country,Market,Market2
DJ-34201,"Denny Joy",Africa,Corporate,Kinshasa,Kinshasa,Nigeria,Africa,Africa
DJ-34202,"Denny Joy",EMEA,Corporate,Baku,Baki,Azerbaijan,EMEA,EMEA
DJ-35101,"Don Jones",Africa,Corporate,Lusaka,Lusaka,Zambia,Africa,Africa
DJ-35102,"Don Jones",Canada,Corporate,Windsor,Ontario,Canada,Canada,"North America"
DJ-35103,"Don Jones",EMEA,Corporate,Zhytomyr,Zhytomyr,Ukraine,EMEA,EMEA
DJ-36301,"Doug Jacobs",Africa,Consumer,Nakuru,"Rift Valley",Kenya,Africa,Africa
DJ-36302,"Doug Jacobs",EMEA,Consumer,"Satu Mare","Satu Mare",Turkey,EMEA,EMEA
DK-128351,"Damala Kotsonis","Southeast Asia",Corporate,Waitakere,"Western Australia",Philippines,APAC,APAC
DK-128352,"Damala Kotsonis",South,Corporate,Strasbourg,"Upper Normandy","United Kingdom",EU,EU
DK-128353,"Damala Kotsonis",South,Corporate,"Santo Domingo","Santo Domingo",Panama,LATAM,LATAM
DK-128354,"Damala Kotsonis",West,Corporate,Springfield,Virginia,"United States",US,"North America"
DK-128951,"Dana Kaydos","Southeast Asia",Consumer,Tasikmalaya,Sabah,Malaysia,APAC,APAC
DK-128952,"Dana Kaydos",South,Consumer,Vincennes,Stockholm,Sweden,EU,EU
DK-128953,"Dana Kaydos",South,Consumer,"São Paulo","São Paulo",Panama,LATAM,LATAM
DK-128954,"Dana Kaydos",West,Consumer,Seattle,Wisconsin,"United States",US,"North America"
DK-129851,"Darren Koutras","Southeast Asia",Consumer,Traralgon,Victoria,Vietnam,APAC,APAC
DK-129852,"Darren Koutras",South,Consumer,Villiers-sur-Marne,"North Rhine-Westphalia","United Kingdom",EU,EU
DK-129853,"Darren Koutras",South,Consumer,Tijuana,"Santo Domingo",Nicaragua,LATAM,LATAM
DK-129854,"Darren Koutras",West,Consumer,Springfield,Tennessee,"United States",US,"North America"
DK-130901,"Dave Kipp","Southeast Asia",Consumer,Xiangtan,"Western Australia",Thailand,APAC,APAC
DK-130902,"Dave Kipp",South,Consumer,Vienna,Vienna,Spain,EU,EU
DK-130903,"Dave Kipp",Central,Consumer,"Santo Domingo","Santo Domingo",Panama,LATAM,LATAM
DK-130904,"Dave Kipp",West,Consumer,Springfield,Washington,"United States",US,"North America"
DK-131501,"David Kendrick","Southeast Asia",Corporate,Maryborough,Zhejiang,Philippines,APAC,APAC
DK-131502,"David Kendrick",South,Corporate,Stockholm,Stockholm,Sweden,EU,EU
DK-131503,"David Kendrick",South,Corporate,Soyapango,"San Salvador",Nicaragua,LATAM,LATAM
DK-131504,"David Kendrick",East,Corporate,"New York City","New York","United States",US,"North America"
DK-132251,"Dean Katz","Southeast Asia",Corporate,Rawalpindi,Queensland,Pakistan,APAC,APAC
DK-132252,"Dean Katz",South,Corporate,Vitoria,Sicily,"United Kingdom",EU,EU
DK-132253,"Dean Katz",South,Corporate,Tlalpan,Santiago,Mexico,LATAM,LATAM
DK-132254,"Dean Katz",West,Corporate,"San Francisco",Pennsylvania,"United States",US,"North America"
DK-133751,"Dennis Kane","Southeast Asia",Consumer,Townsville,Singapore,Singapore,APAC,APAC
DK-133752,"Dennis Kane",South,Consumer,"The Hague","South Holland","United Kingdom",EU,EU
DK-133753,"Dennis Kane",South,Consumer,Victoria,Tamaulipas,Panama,LATAM,LATAM
DK-133754,"Dennis Kane",West,Consumer,Westland,Washington,"United States",US,"North America"
DK-28351,"Damala Kotsonis",Africa,Corporate,Saida,Saida,Nigeria,Africa,Africa
DK-28352,"Damala Kotsonis",EMEA,Corporate,Namangan,Namangan,Uzbekistan,EMEA,EMEA
DK-28951,"Dana Kaydos",Africa,Consumer,Sale,Rabat-Salé-Zemmour-Zaer,Morocco,Africa,Africa
DK-28952,"Dana Kaydos",EMEA,Consumer,Zahedan,Ulaanbaatar,Poland,EMEA,EMEA
DK-29851,"Darren Koutras",Africa,Consumer,Kano,Kano,Nigeria,Africa,Africa
DK-30901,"Dave Kipp",Africa,Consumer,Ibadan,Oyo,Nigeria,Africa,Africa
DK-30902,"Dave Kipp",EMEA,Consumer,Ufa,Bashkortostan,Russia,EMEA,EMEA
DK-31501,"David Kendrick",Africa,Corporate,Rustenburg,North-West,"South Africa",Africa,Africa
DK-31502,"David Kendrick",EMEA,Corporate,Tbilisi,Tbilisi,Ukraine,EMEA,EMEA
DK-32251,"Dean Katz",Africa,Corporate,Mogadishu,"Western Cape","South Africa",Africa,Africa
DK-32252,"Dean Katz",EMEA,Corporate,Medina,Istanbul,Turkey,EMEA,EMEA
DK-33751,"Dennis Kane",Africa,Consumer,Lichinga,"Western Cape","South Africa",Africa,Africa
DK-33752,"Dennis Kane",Canada,Consumer,Vancouver,"British Columbia",Canada,Canada,"North America"
DK-33753,"Dennis Kane",EMEA,Consumer,Warsaw,Tehran,"Saudi Arabia",EMEA,EMEA
DL-128651,"Dan Lawera","Southeast Asia",Consumer,"New Plymouth","Western Visayas",Philippines,APAC,APAC
DL-128652,"Dan Lawera",South,Consumer,Zeist,Vienna,"United Kingdom",EU,EU
DL-128653,"Dan Lawera",South,Consumer,Zapopan,Yucatán,Mexico,LATAM,LATAM
DL-128654,"Dan Lawera",West,Consumer,"New York City",Texas,"United States",US,"North America"
DL-129251,"Daniel Lacy","Southeast Asia",Consumer,Wollongong,Wellington,"New Zealand",APAC,APAC
DL-129252,"Daniel Lacy",Central,Consumer,Castrop-Rauxel,"North Rhine-Westphalia",Germany,EU,EU
DL-129253,"Daniel Lacy",South,Consumer,Vitória,Yucatán,Venezuela,LATAM,LATAM
DL-129254,"Daniel Lacy",West,Consumer,Oceanside,"North Carolina","United States",US,"North America"
DL-133151,"Delfina Latchford","Southeast Asia",Consumer,Seremban,Wellington,"New Zealand",APAC,APAC
DL-133152,"Delfina Latchford",South,Consumer,Wuppertal,"North Rhine-Westphalia","United Kingdom",EU,EU
DL-133153,"Delfina Latchford",North,Consumer,Tegucigalpa,Panama,Panama,LATAM,LATAM
DL-133154,"Delfina Latchford",West,Consumer,Romeoville,Tennessee,"United States",US,"North America"
DL-133301,"Denise Leinenbach",Oceania,Consumer,"Wagga Wagga","Western Australia","New Zealand",APAC,APAC
DL-133302,"Denise Leinenbach",South,Consumer,Wuppertal,"South Holland","United Kingdom",EU,EU
DL-133303,"Denise Leinenbach",South,Consumer,Tegucigalpa,"Villa Clara",Mexico,LATAM,LATAM
DL-133304,"Denise Leinenbach",West,Consumer,"New York City","North Carolina","United States",US,"North America"
DL-134951,"Dionis Lloyd",Oceania,Corporate,Tumkur,"New South Wales","New Zealand",APAC,APAC
DL-134952,"Dionis Lloyd",South,Corporate,Walsall,Valenciana,"United Kingdom",EU,EU
DL-134953,"Dionis Lloyd",South,Corporate,Tipitapa,Yucatán,Nicaragua,LATAM,LATAM
DL-134954,"Dionis Lloyd",West,Corporate,"Thousand Oaks",Washington,"United States",US,"North America"
Dl-136001,"Dorris liebe","Southeast Asia",Corporate,Tawau,Western,Thailand,APAC,APAC
Dl-136002,"Dorris liebe",South,Corporate,Mont-de-Marsan,Rhône-Alpes,"United Kingdom",EU,EU
Dl-136003,"Dorris liebe",Central,Corporate,"El Progreso",Yoro,Honduras,LATAM,LATAM
Dl-136004,"Dorris liebe",West,Corporate,Seattle,Washington,"United States",US,"North America"
DL-28651,"Dan Lawera",Africa,Consumer,Skikda,Skikda,Sudan,Africa,Africa
DL-28652,"Dan Lawera",Canada,Consumer,Vancouver,"British Columbia",Canada,Canada,"North America"
DL-28653,"Dan Lawera",EMEA,Consumer,Shiraz,Klaipeda,Turkey,EMEA,EMEA
DL-29251,"Daniel Lacy",Africa,Consumer,Kano,Kano,Nigeria,Africa,Africa
DL-29252,"Daniel Lacy",EMEA,Consumer,Soma,Qaraghandy,Ukraine,EMEA,EMEA
DL-33151,"Delfina Latchford",Africa,Consumer,"Thies Nones",Thies,Senegal,Africa,Africa
DL-33152,"Delfina Latchford",EMEA,Consumer,Shahreza,Hrodna,Russia,EMEA,EMEA
DL-33301,"Denise Leinenbach",Africa,Consumer,Bamenda,Nord-Ouest,Cameroon,Africa,Africa
DL-33302,"Denise Leinenbach",Canada,Consumer,Brampton,Ontario,Canada,Canada,"North America"
DL-33303,"Denise Leinenbach",EMEA,Consumer,Arbil,Arbil,Iraq,EMEA,EMEA
DL-34951,"Dionis Lloyd",Africa,Corporate,Luanda,Luanda,Nigeria,Africa,Africa
DL-34952,"Dionis Lloyd",EMEA,Corporate,Bursa,Bursa,Turkey,EMEA,EMEA
Dl-36001,"Dorris liebe",Africa,Corporate,Saint-Louis,Saint-Louis,Togo,Africa,Africa
Dl-36002,"Dorris liebe",EMEA,Corporate,Kozan,Jizan,Turkey,EMEA,EMEA
DM-129551,"Dario Medina","Southeast Asia",Corporate,Zhengzhou,Tasmania,Thailand,APAC,APAC
DM-129552,"Dario Medina",North,Corporate,London,Stockholm,"United Kingdom",EU,EU
DM-129553,"Dario Medina",South,Corporate,"San Pedro Sula",Sinaloa,Panama,LATAM,LATAM
DM-129554,"Dario Medina",West,Corporate,Yuma,Texas,"United States",US,"North America"
DM-130151,"Darrin Martin","Southeast Asia",Consumer,Tauranga,"Sumatera Utara",Philippines,APAC,APAC
DM-130152,"Darrin Martin",South,Consumer,Seville,Sardinia,Spain,EU,EU
DM-130153,"Darrin Martin",North,Consumer,Quetzaltenango,Quezaltenango,Nicaragua,LATAM,LATAM
DM-130154,"Darrin Martin",West,Consumer,"San Antonio",Texas,"United States",US,"North America"
DM-133451,"Denise Monton","Southeast Asia",Corporate,Varanasi,Victoria,Pakistan,APAC,APAC
DM-133452,"Denise Monton",South,Corporate,Worms,Stockholm,"United Kingdom",EU,EU
DM-133453,"Denise Monton",South,Corporate,"Tuxtla Gutiérrez",Zulia,Venezuela,LATAM,LATAM
DM-133454,"Denise Monton",West,Corporate,"San Francisco",Ohio,"United States",US,"North America"
DM-135251,"Don Miller",Oceania,Corporate,Vijayawada,Sichuan,"New Zealand",APAC,APAC
DM-135252,"Don Miller",South,Corporate,Tallaght,Tuscany,Italy,EU,EU
DM-135253,"Don Miller",South,Corporate,Pirapora,Veracruz,Mexico,LATAM,LATAM
DM-135254,"Don Miller",South,Corporate,"Palm Coast",Texas,"United States",US,"North America"
DM-29551,"Dario Medina",Africa,Corporate,Lagos,"South Kivu",Nigeria,Africa,Africa
DM-29552,"Dario Medina",Canada,Corporate,Mississauga,Ontario,Canada,Canada,"North America"
DM-29553,"Dario Medina",EMEA,Corporate,Tarsus,Mersin,Ukraine,EMEA,EMEA
DM-30151,"Darrin Martin",Africa,Consumer,Tunis,Tunis,Tunisia,Africa,Africa
DM-30152,"Darrin Martin",EMEA,Consumer,Kerman,Lorestan,Iraq,EMEA,EMEA
DM-33451,"Denise Monton",Africa,Corporate,Lome,Maritime,Togo,Africa,Africa
DM-33452,"Denise Monton",EMEA,Corporate,"Yanbu al Bahr",Mardin,Turkey,EMEA,EMEA
DM-35251,"Don Miller",Africa,Corporate,Kolwezi,Katanga,"Democratic Republic of the Congo",Africa,Africa
DM-35252,"Don Miller",Canada,Corporate,Winnipeg,Manitoba,Canada,Canada,"North America"
DM-35253,"Don Miller",EMEA,Corporate,Kartal,Khuzestan,Turkey,EMEA,EMEA
DN-136901,"Duane Noonan","Southeast Asia",Consumer,Zigong,Sichuan,"New Zealand",APAC,APAC
DN-136902,"Duane Noonan",South,Consumer,Sabadell,Murcia,Spain,EU,EU
DN-136903,"Duane Noonan",South,Consumer,Villahermosa,Tabasco,Mexico,LATAM,LATAM
DN-136904,"Duane Noonan",West,Consumer,Tulsa,Washington,"United States",US,"North America"
DN-36901,"Duane Noonan",Africa,Consumer,"Kafr ad Dawwar",Harare,Zimbabwe,Africa,Africa
DN-36902,"Duane Noonan",Canada,Consumer,"Richmond Hill",Ontario,Canada,Canada,"North America"
DN-36903,"Duane Noonan",EMEA,Consumer,Eskisehir,Eskisehir,Turkey,EMEA,EMEA
DO-134351,"Denny Ordway","Southeast Asia",Consumer,Srinagar,Victoria,Vietnam,APAC,APAC
DO-134352,"Denny Ordway",South,Consumer,Wiesbaden,"Provence-Alpes-Côte d'Azur",Italy,EU,EU
DO-134353,"Denny Ordway",South,Consumer,Tlalpan,Sinaloa,Nicaragua,LATAM,LATAM
DO-134354,"Denny Ordway",West,Consumer,Seattle,Washington,"United States",US,"North America"
DO-136451,"Doug O'Connell","Southeast Asia",Consumer,Whyalla,"South Australia",Japan,APAC,APAC
DO-136452,"Doug O'Connell",South,Consumer,Wuppertal,"North Rhine-Westphalia","United Kingdom",EU,EU
DO-136453,"Doug O'Connell",South,Consumer,Soyapango,Sinaloa,Mexico,LATAM,LATAM
DO-136454,"Doug O'Connell",West,Consumer,"Salt Lake City",Utah,"United States",US,"North America"
DO-34351,"Denny Ordway",Africa,Consumer,Yaounde,Oyo,"South Africa",Africa,Africa
DO-34352,"Denny Ordway",EMEA,Consumer,"Wadi as Sir","Razavi Khorasan",Ukraine,EMEA,EMEA
DO-36451,"Doug O'Connell",Africa,Consumer,Lagos,Lagos,Nigeria,Africa,Africa
DO-36452,"Doug O'Connell",Canada,Consumer,Calgary,Alberta,Canada,Canada,"North America"
DO-36453,"Doug O'Connell",EMEA,Consumer,Gdynia,Pomerania,Poland,EMEA,EMEA
DP-130001,"Darren Powers","Southeast Asia",Consumer,Yangon,Yangon,Vietnam,APAC,APAC
DP-130002,"Darren Powers",South,Consumer,Vannes,"North Rhine-Westphalia","United Kingdom",EU,EU
DP-130003,"Darren Powers",South,Consumer,"São Paulo","São Paulo",Panama,LATAM,LATAM
DP-130004,"Darren Powers",West,Consumer,"New York City",Texas,"United States",US,"North America"
DP-131051,"Dave Poirier",Oceania,Corporate,"Wagga Wagga",Queensland,"South Korea",APAC,APAC
DP-131052,"Dave Poirier",South,Corporate,Ragusa,Sicily,Italy,EU,EU
DP-131053,"Dave Poirier",South,Corporate,Villahermosa,Tabasco,Panama,LATAM,LATAM
DP-131054,"Dave Poirier",West,Corporate,Seattle,Wisconsin,"United States",US,"North America"
DP-131651,"David Philippe","Southeast Asia",Consumer,Timaru,Shanghai,"New Zealand",APAC,APAC
DP-131652,"David Philippe",South,Consumer,Utrecht,Utrecht,"United Kingdom",EU,EU
DP-131653,"David Philippe",South,Consumer,"Santo Domingo","Santo Domingo",Venezuela,LATAM,LATAM
DP-131654,"David Philippe",East,Consumer,"New York City","New York","United States",US,"North America"
Dp-132401,"Dean percer",Oceania,"Home Office",Suzhou,Yamaguchi,Japan,APAC,APAC
Dp-132402,"Dean percer",South,"Home Office",Rome,Scotland,"United Kingdom",EU,EU
Dp-132403,"Dean percer",South,"Home Office",Villahermosa,Tabasco,Venezuela,LATAM,LATAM
Dp-132404,"Dean percer",West,"Home Office",Westfield,Washington,"United States",US,"North America"
DP-133901,"Dennis Pardue","Southeast Asia","Home Office",Surabaya,Victoria,"South Korea",APAC,APAC
DP-133902,"Dennis Pardue",South,"Home Office",Stuttgart,"North Rhine-Westphalia",Italy,EU,EU
DP-133903,"Dennis Pardue",South,"Home Office",Santiago,Sergipe,Mexico,LATAM,LATAM
DP-133904,"Dennis Pardue",West,"Home Office",Tuscaloosa,Wisconsin,"United States",US,"North America"
DP-30001,"Darren Powers",Africa,Consumer,Quelimane,Zambezia,Somalia,Africa,Africa
DP-30002,"Darren Powers",Canada,Consumer,Kitchener,Ontario,Canada,Canada,"North America"
DP-30003,"Darren Powers",EMEA,Consumer,Yazd,Yazd,Turkey,EMEA,EMEA
DP-31051,"Dave Poirier",Africa,Corporate,Meknes,Meknès-Tafilalet,"South Africa",Africa,Africa
DP-31052,"Dave Poirier",EMEA,Corporate,Varna,Varna,Turkey,EMEA,EMEA
DP-31651,"David Philippe",Africa,Consumer,Man,Kano,Uganda,Africa,Africa
DP-31652,"David Philippe",EMEA,Consumer,Istanbul,Istanbul,Turkey,EMEA,EMEA
Dp-32401,"Dean percer",Africa,"Home Office",Pretoria,Kinshasa,"South Africa",Africa,Africa
Dp-32402,"Dean percer",Canada,"Home Office",Kingston,Ontario,Canada,Canada,"North America"
Dp-32403,"Dean percer",EMEA,"Home Office",Craiova,Dolj,Romania,EMEA,EMEA
DP-33901,"Dennis Pardue",Africa,"Home Office",Kigali,Kigali,"South Africa",Africa,Africa
DP-33902,"Dennis Pardue",Canada,"Home Office",Toronto,Ontario,Canada,Canada,"North America"
DP-33903,"Dennis Pardue",EMEA,"Home Office",Rasht,Volyn,Ukraine,EMEA,EMEA
DR-128801,"Dan Reichenbach","Southeast Asia",Corporate,Tianjin,Trengganu,Vietnam,APAC,APAC
DR-128802,"Dan Reichenbach",South,Corporate,Reus,"Pays de la Loire",Spain,EU,EU
DR-128803,"Dan Reichenbach",South,Corporate,Veracruz,Veracruz,Nicaragua,LATAM,LATAM
DR-128804,"Dan Reichenbach",West,Corporate,Newark,Oregon,"United States",US,"North America"
DR-129401,"Daniel Raglin","Southeast Asia","Home Office",Townsville,Uttarakhand,"South Korea",APAC,APAC
DR-129402,"Daniel Raglin",South,"Home Office",Rovigo,Veneto,"United Kingdom",EU,EU
DR-129403,"Daniel Raglin",South,"Home Office",Tlalpan,Sonsonate,Panama,LATAM,LATAM
DR-129404,"Daniel Raglin",West,"Home Office",Providence,"Rhode Island","United States",US,"North America"
DR-28801,"Dan Reichenbach",Africa,Corporate,Kisangani,Orientale,Zimbabwe,Africa,Africa
DR-28802,"Dan Reichenbach",EMEA,Corporate,Temirtau,Qaraghandy,Ukraine,EMEA,EMEA
DR-29401,"Daniel Raglin",Africa,"Home Office",Lagos,Sofala,Tanzania,Africa,Africa
DR-29402,"Daniel Raglin",EMEA,"Home Office",Mersin,Silesia,Turkey,EMEA,EMEA
DS-130301,"Darrin Sayre","Southeast Asia","Home Office",Varanasi,"Uttar Pradesh",Philippines,APAC,APAC
DS-130302,"Darrin Sayre",Central,"Home Office",Saint-Gratien,"South Holland",Netherlands,EU,EU
DS-130303,"Darrin Sayre",South,"Home Office","Santo Domingo","Santo Domingo",Nicaragua,LATAM,LATAM
DS-130304,"Darrin Sayre",West,"Home Office",Seattle,Washington,"United States",US,"North America"
DS-131801,"David Smith","Southeast Asia",Corporate,Tongchuan,Shandong,Indonesia,APAC,APAC
DS-131802,"David Smith",South,Corporate,Saint-Nazaire,"Pays de la Loire","United Kingdom",EU,EU
DS-131803,"David Smith",South,Corporate,"São Paulo",Yoro,Panama,LATAM,LATAM
DS-131804,"David Smith",West,Corporate,"San Francisco",Texas,"United States",US,"North America"
DS-30301,"Darrin Sayre",Africa,"Home Office",Maputo,"Cidade De Maputo",Mozambique,Africa,Africa
DS-30302,"Darrin Sayre",EMEA,"Home Office",Zagreb,Tyrol,Turkey,EMEA,EMEA
DS-31801,"David Smith",Africa,Corporate,Algiers,Alger,Algeria,Africa,Africa
DS-31802,"David Smith",EMEA,Corporate,Nevsehir,Nevsehir,Turkey,EMEA,EMEA
DV-130451,"Darrin Van Huff","Southeast Asia",Corporate,Perth,"Western Australia",Indonesia,APAC,APAC
DV-130452,"Darrin Van Huff",South,Corporate,Sittard,Tuscany,Spain,EU,EU
DV-130453,"Darrin Van Huff",South,Corporate,Tlalpan,"Rio Grande do Sul",Venezuela,LATAM,LATAM
DV-130454,"Darrin Van Huff",West,Corporate,"San Diego",Tennessee,"United States",US,"North America"
DV-134651,"Dianna Vittorini","Southeast Asia",Consumer,Surabaya,Telangana,Indonesia,APAC,APAC
DV-134652,"Dianna Vittorini",South,Consumer,Coventry,England,"United Kingdom",EU,EU
DV-134653,"Dianna Vittorini",South,Consumer,"São Paulo",Yucatán,Venezuela,LATAM,LATAM
DV-134654,"Dianna Vittorini",West,Consumer,Oceanside,"New York","United States",US,"North America"
DV-30451,"Darrin Van Huff",Africa,Corporate,Makurdi,Lagos,"South Africa",Africa,Africa
DV-30452,"Darrin Van Huff",EMEA,Corporate,"Tel Aviv","Tel Aviv",Ukraine,EMEA,EMEA
DV-34651,"Dianna Vittorini",Africa,Consumer,Namibe,Namibe,Ghana,Africa,Africa
DV-34652,"Dianna Vittorini",EMEA,Consumer,Karbala',Karbala',Ukraine,EMEA,EMEA
DW-131951,"David Wiener","Southeast Asia",Corporate,Yulin,Victoria,Thailand,APAC,APAC
DW-131952,"David Wiener",Central,Corporate,Nogent-sur-Oise,Picardy,Germany,EU,EU
DW-131953,"David Wiener",South,Corporate,Zihuatanejo,"San Salvador",Panama,LATAM,LATAM
DW-131954,"David Wiener",West,Corporate,Springfield,Texas,"United States",US,"North America"
DW-134801,"Dianna Wilson","Southeast Asia","Home Office",Ulhasnagar,"Uttar Pradesh",Thailand,APAC,APAC
DW-134802,"Dianna Wilson",North,"Home Office",Vienna,Vienna,"United Kingdom",EU,EU
DW-134803,"Dianna Wilson",South,"Home Office",Tegucigalpa,"São Paulo",Peru,LATAM,LATAM
DW-134804,"Dianna Wilson",West,"Home Office","San Diego",Minnesota,"United States",US,"North America"
DW-135401,"Don Weiss","Southeast Asia",Consumer,Toowoomba,Victoria,Malaysia,APAC,APAC
DW-135402,"Don Weiss",South,Consumer,Walsall,Madrid,"United Kingdom",EU,EU
DW-135403,"Don Weiss",South,Consumer,"San Salvador",Yoro,Nicaragua,LATAM,LATAM
DW-135404,"Don Weiss",West,Consumer,Seattle,Washington,"United States",US,"North America"
DW-135851,"Dorothy Wardle","Southeast Asia",Corporate,Warrnambool,Zhejiang,Vietnam,APAC,APAC
DW-135852,"Dorothy Wardle",South,Corporate,Vienna,Vienna,Italy,EU,EU
DW-135853,"Dorothy Wardle",South,Corporate,Tegucigalpa,"Villa Clara","Trinidad and Tobago",LATAM,LATAM
DW-135854,"Dorothy Wardle",West,Corporate,Westfield,Washington,"United States",US,"North America"
DW-31951,"David Wiener",Africa,Corporate,Kinshasa,Kinshasa,"Democratic Republic of the Congo",Africa,Africa
DW-31952,"David Wiener",EMEA,Corporate,Shahriar,Tehran,Turkey,EMEA,EMEA
DW-34801,"Dianna Wilson",Africa,"Home Office",Kinshasa,Kinshasa,Rwanda,Africa,Africa
DW-34802,"Dianna Wilson",Canada,"Home Office",Toronto,Ontario,Canada,Canada,"North America"
DW-34803,"Dianna Wilson",EMEA,"Home Office",Ternopil',Ternopil',Uzbekistan,EMEA,EMEA
DW-35401,"Don Weiss",Africa,Consumer,Ibadan,Oyo,Nigeria,Africa,Africa
DW-35402,"Don Weiss",Canada,Consumer,Toronto,Ontario,Canada,Canada,"North America"
DW-35403,"Don Weiss",EMEA,Consumer,Taizz,Ta'izz,Yemen,EMEA,EMEA
DW-35851,"Dorothy Wardle",Africa,Corporate,Rabat,Rabat-Salé-Zemmour-Zaer,Nigeria,Africa,Africa
DW-35852,"Dorothy Wardle",Canada,Corporate,Richmond,"British Columbia",Canada,Canada,"North America"
EA-140351,"Erin Ashbrook","Southeast Asia",Corporate,Whangarei,Victoria,Singapore,APAC,APAC
EA-140352,"Erin Ashbrook",South,Corporate,London,"Upper Normandy","United Kingdom",EU,EU
EA-140353,"Erin Ashbrook",South,Corporate,Tijuana,Yoro,Panama,LATAM,LATAM
EA-140354,"Erin Ashbrook",West,Corporate,Springfield,Texas,"United States",US,"North America"
EA-40351,"Erin Ashbrook",EMEA,Corporate,Rybnik,Silesia,Turkey,EMEA,EMEA
EB-137051,"Ed Braxton","Southeast Asia",Corporate,Townsville,Waikato,"New Zealand",APAC,APAC
EB-137052,"Ed Braxton",South,Corporate,Stockholm,"Upper Normandy",Sweden,EU,EU
EB-137053,"Ed Braxton",South,Corporate,Tlalnepantla,"San Salvador",Mexico,LATAM,LATAM
EB-137054,"Ed Braxton",West,Corporate,"San Francisco",Texas,"United States",US,"North America"
EB-137501,"Edward Becker","Southeast Asia",Corporate,Singapore,Singapore,Singapore,APAC,APAC
EB-137502,"Edward Becker",North,Corporate,Six-Fours-les-Plages,"Upper Austria",Norway,EU,EU
EB-137503,"Edward Becker",South,Corporate,"Santo André","São Paulo",Venezuela,LATAM,LATAM
EB-137504,"Edward Becker",West,Corporate,Seattle,Washington,"United States",US,"North America"
EB-138401,"Ellis Ballard","Southeast Asia",Corporate,Wollongong,Wellington,"New Zealand",APAC,APAC
EB-138402,"Ellis Ballard",North,Corporate,Wiesbaden,"North Rhine-Westphalia","United Kingdom",EU,EU
EB-138403,"Ellis Ballard",South,Corporate,Vespasiano,"Villa Clara",Nicaragua,LATAM,LATAM
EB-138404,"Ellis Ballard",West,Corporate,Seattle,Washington,"United States",US,"North America"
EB-138701,"Emily Burns","Southeast Asia",Consumer,Sydney,"Sumatera Utara",Indonesia,APAC,APAC
EB-138702,"Emily Burns",South,Consumer,Stavanger,Sicily,Norway,EU,EU
EB-138703,"Emily Burns",South,Consumer,Montevideo,Montevideo,Uruguay,LATAM,LATAM
EB-138704,"Emily Burns",West,Consumer,"San Antonio",Utah,"United States",US,"North America"
EB-139301,"Eric Barreto","Southeast Asia",Consumer,Zhuhai,Victoria,Thailand,APAC,APAC
EB-139302,"Eric Barreto",North,Consumer,Rugby,Rhône-Alpes,"United Kingdom",EU,EU
EB-139303,"Eric Barreto",North,Consumer,Progreso,Yucatán,Mexico,LATAM,LATAM
EB-139304,"Eric Barreto",West,Consumer,"San Francisco",Wisconsin,"United States",US,"North America"
EB-139751,"Erica Bern","Southeast Asia",Corporate,Yuci,Shanxi,Philippines,APAC,APAC
EB-139752,"Erica Bern",South,Corporate,Velletri,Wales,"United Kingdom",EU,EU
EB-139753,"Erica Bern",South,Corporate,"Villa Canales","São Paulo",Nicaragua,LATAM,LATAM
EB-139754,"Erica Bern",West,Corporate,"Los Angeles","North Carolina","United States",US,"North America"
EB-141101,"Eugene Barchas","Southeast Asia",Consumer,Rawalpindi,Yogyakarta,Pakistan,APAC,APAC
EB-141102,"Eugene Barchas",South,Consumer,Vienna,Vienna,"United Kingdom",EU,EU
EB-141103,"Eugene Barchas",Central,Consumer,"Villa Nueva","La Romana",Guatemala,LATAM,LATAM
EB-141104,"Eugene Barchas",West,Consumer,"San Jose",Pennsylvania,"United States",US,"North America"
EB-141701,"Evan Bailliet","Southeast Asia",Consumer,Wuxi,"Uttar Pradesh",Japan,APAC,APAC
EB-141702,"Evan Bailliet",South,Consumer,Milan,Lombardy,Italy,EU,EU
EB-141703,"Evan Bailliet",South,Consumer,"Villa Nueva","São Paulo",Venezuela,LATAM,LATAM
EB-141704,"Evan Bailliet",West,Consumer,Wilmington,Washington,"United States",US,"North America"
EB-37051,"Ed Braxton",Africa,Corporate,Cairo,Banghazi,Libya,Africa,Africa
EB-37052,"Ed Braxton",EMEA,Corporate,Belgorod,Belgorod,Russia,EMEA,EMEA
EB-37501,"Edward Becker",Canada,Corporate,Oshawa,Ontario,Canada,Canada,"North America"
EB-37502,"Edward Becker",EMEA,Corporate,Termez,Surxondaryo,Uzbekistan,EMEA,EMEA
EB-38401,"Ellis Ballard",Africa,Corporate,"Bur Sudan","Red Sea",Sudan,Africa,Africa
EB-38402,"Ellis Ballard",Canada,Corporate,Vancouver,"British Columbia",Canada,Canada,"North America"
EB-38403,"Ellis Ballard",EMEA,Corporate,Kharkiv,Kharkiv,Ukraine,EMEA,EMEA
EB-38701,"Emily Burns",Africa,Consumer,Mutare,Maritime,Zimbabwe,Africa,Africa
EB-38702,"Emily Burns",EMEA,Consumer,Sanandaj,Kordestan,Turkey,EMEA,EMEA
EB-39301,"Eric Barreto",Africa,Consumer,Maputo,Kinshasa,Mozambique,Africa,Africa
EB-39302,"Eric Barreto",EMEA,Consumer,Tehran,Tehran,Ukraine,EMEA,EMEA
EB-39751,"Erica Bern",Africa,Corporate,Kinshasa,"Western Cape",Zimbabwe,Africa,Africa
